document_id,language,ground_truth,prediction,error_type
112,Marathi,,फोन 9854035353:PHONE,FALSE_POSITIVE
112,Marathi,,₹276734:AMOUNT,FALSE_POSITIVE
113,Bengali,user112@mail.com:EMAIL,user112@mail.com:CVV,WRONG_LABEL
113,Bengali,Name3:PERSON,,MISS
113,Bengali,Address C:ADDRESS,,MISS
113,Bengali,183924:AMOUNT,,MISS
113,Bengali,,₹183924:AMOUNT,FALSE_POSITIVE
114,Odia,user113@mail.com:EMAIL,,MISS
114,Odia,Address C:ADDRESS,,MISS
114,Odia,693751:AMOUNT,,MISS
114,Odia,,mail.com:URL,FALSE_POSITIVE
114,Odia,,₹693751:AMOUNT,FALSE_POSITIVE
115,Punjabi,user114@mail.com:EMAIL,user114@mail.com:CVV,WRONG_LABEL
115,Punjabi,Name3:PERSON,,MISS
115,Punjabi,Address B:ADDRESS,,MISS
115,Punjabi,508886:AMOUNT,,MISS
115,Punjabi,,₹508886:AMOUNT,FALSE_POSITIVE
116,Assamese,user115@mail.com:EMAIL,user115@mail.com:CVV,WRONG_LABEL
116,Assamese,Name2:PERSON,,MISS
116,Assamese,Address A:ADDRESS,,MISS
116,Assamese,593705:AMOUNT,,MISS
116,Assamese,,₹593705:AMOUNT,FALSE_POSITIVE
117,Urdu,user116@mail.com:EMAIL,user116@mail.com:CVV,WRONG_LABEL
117,Urdu,Name1:PERSON,,MISS
117,Urdu,Address A:ADDRESS,,MISS
117,Urdu,180444:AMOUNT,,MISS
117,Urdu,,₹180444:AMOUNT,FALSE_POSITIVE
118,English,Name5:PERSON,,MISS
118,English,4739 2937 2352:AADHAAR,,MISS
118,English,4788932258406214:CARD,,MISS
118,English,user117@mail.com:EMAIL,,MISS
118,English,Address C:ADDRESS,,MISS
118,English,830097:AMOUNT,,MISS
118,English,,Aadhaar 4739 2937 2352:AADHAAR,FALSE_POSITIVE
118,English,,Card 4788932258406214:CARD,FALSE_POSITIVE
118,English,,mail.com:URL,FALSE_POSITIVE
118,English,,₹830097:AMOUNT,FALSE_POSITIVE
119,Hindi,user118@mail.com:EMAIL,user118@mail.com:CVV,WRONG_LABEL
119,Hindi,Name5:PERSON,,MISS
119,Hindi,Address A:ADDRESS,,MISS
119,Hindi,44983:AMOUNT,,MISS
119,Hindi,,₹44983:AMOUNT,FALSE_POSITIVE
120,Kannada,user119@mail.com:EMAIL,user119@mail.com:CVV,WRONG_LABEL
120,Kannada,Name1:PERSON,,MISS
120,Kannada,Address C:ADDRESS,,MISS
120,Kannada,162127:AMOUNT,,MISS
120,Kannada,,₹162127:AMOUNT,FALSE_POSITIVE
121,Tamil,user120@mail.com:EMAIL,user120@mail.com:CVV,WRONG_LABEL
121,Tamil,Name4:PERSON,,MISS
121,Tamil,Address A:ADDRESS,,MISS
121,Tamil,718905:AMOUNT,,MISS
121,Tamil,,₹718905:AMOUNT,FALSE_POSITIVE
122,Telugu,user121@mail.com:EMAIL,user121@mail.com:CVV,WRONG_LABEL
122,Telugu,Name2:PERSON,,MISS
122,Telugu,Address B:ADDRESS,,MISS
122,Telugu,627368:AMOUNT,,MISS
122,Telugu,,₹627368:AMOUNT,FALSE_POSITIVE
123,Malayalam,user122@mail.com:EMAIL,user122@mail.com:CVV,WRONG_LABEL
123,Malayalam,Name5:PERSON,,MISS
123,Malayalam,Address B:ADDRESS,,MISS
123,Malayalam,861857:AMOUNT,,MISS
123,Malayalam,,₹861857:AMOUNT,FALSE_POSITIVE
124,Gujarati,177328485746:BANK_ACCOUNT,177328485746:AADHAAR,WRONG_LABEL
124,Gujarati,user123@mail.com:EMAIL,user123@mail.com:CVV,WRONG_LABEL
124,Gujarati,Name3:PERSON,,MISS
124,Gujarati,Address A:ADDRESS,,MISS
124,Gujarati,64188:AMOUNT,,MISS
124,Gujarati,,₹64188:AMOUNT,FALSE_POSITIVE
125,Marathi,user124@mail.com:EMAIL,user124@mail.com:CVV,WRONG_LABEL
125,Marathi,Name2:PERSON,,MISS
125,Marathi,9337687682:PHONE,,MISS
125,Marathi,Address A:ADDRESS,,MISS
125,Marathi,239847:AMOUNT,,MISS
125,Marathi,,फोन 9337687682:PHONE,FALSE_POSITIVE
125,Marathi,,₹239847:AMOUNT,FALSE_POSITIVE
126,Bengali,user125@mail.com:EMAIL,user125@mail.com:CVV,WRONG_LABEL
126,Bengali,Name1:PERSON,,MISS
126,Bengali,Address B:ADDRESS,,MISS
126,Bengali,899451:AMOUNT,,MISS
126,Bengali,,₹899451:AMOUNT,FALSE_POSITIVE
127,Odia,Name4:PERSON,,MISS
127,Odia,user126@mail.com:EMAIL,,MISS
127,Odia,Address C:ADDRESS,,MISS
127,Odia,728510:AMOUNT,,MISS
127,Odia,,mail.com:URL,FALSE_POSITIVE
127,Odia,,₹728510:AMOUNT,FALSE_POSITIVE
128,Punjabi,user127@mail.com:EMAIL,user127@mail.com:CVV,WRONG_LABEL
128,Punjabi,Name2:PERSON,,MISS
128,Punjabi,Address C:ADDRESS,,MISS
128,Punjabi,245608:AMOUNT,,MISS
128,Punjabi,,₹245608:AMOUNT,FALSE_POSITIVE
129,Assamese,user128@mail.com:EMAIL,user128@mail.com:CVV,WRONG_LABEL
129,Assamese,Name4:PERSON,,MISS
129,Assamese,Address A:ADDRESS,,MISS
129,Assamese,67853:AMOUNT,,MISS
129,Assamese,,₹67853:AMOUNT,FALSE_POSITIVE
130,Urdu,user129@mail.com:EMAIL,user129@mail.com:CVV,WRONG_LABEL
130,Urdu,Name1:PERSON,,MISS
130,Urdu,Address B:ADDRESS,,MISS
130,Urdu,649906:AMOUNT,,MISS
130,Urdu,,₹649906:AMOUNT,FALSE_POSITIVE
131,English,Name1:PERSON,,MISS
131,English,user130@mail.com:EMAIL,,MISS
131,English,Address B:ADDRESS,,MISS
131,English,854740:AMOUNT,,MISS
131,English,,Customer Name1:PERSON,FALSE_POSITIVE
131,English,,Aadhaar:AADHAAR,FALSE_POSITIVE
131,English,,IFSC:IFSC,FALSE_POSITIVE
131,English,,mail.com:URL,FALSE_POSITIVE
131,English,,₹854740:AMOUNT,FALSE_POSITIVE
132,Hindi,user131@mail.com:EMAIL,user131@mail.com:CVV,WRONG_LABEL
132,Hindi,Name1:PERSON,,MISS
132,Hindi,Address B:ADDRESS,,MISS
132,Hindi,824866:AMOUNT,,MISS
132,Hindi,,₹824866:AMOUNT,FALSE_POSITIVE
133,Kannada,user132@mail.com:EMAIL,user132@mail.com:CVV,WRONG_LABEL
133,Kannada,Name2:PERSON,,MISS
133,Kannada,IMAYT7111N:PAN,,MISS
133,Kannada,Address A:ADDRESS,,MISS
133,Kannada,117767:AMOUNT,,MISS
133,Kannada,,PAN IMAYT7111N:PAN,FALSE_POSITIVE
133,Kannada,,₹117767:AMOUNT,FALSE_POSITIVE
134,Tamil,Name2:PERSON,Name2:AADHAAR,WRONG_LABEL
134,Tamil,0113 2011 4468:AADHAAR,0113 2011 4468:DATE,WRONG_LABEL
134,Tamil,user133@mail.com:EMAIL,user133@mail.com:CVV,WRONG_LABEL
134,Tamil,Address B:ADDRESS,,MISS
134,Tamil,266961:AMOUNT,,MISS
134,Tamil,,₹266961:AMOUNT,FALSE_POSITIVE
135,Telugu,user134@mail.com:EMAIL,user134@mail.com:CVV,WRONG_LABEL
135,Telugu,Name3:PERSON,,MISS
135,Telugu,Address B:ADDRESS,,MISS
135,Telugu,546750:AMOUNT,,MISS
135,Telugu,,₹546750:AMOUNT,FALSE_POSITIVE
136,Malayalam,user135@mail.com:EMAIL,user135@mail.com:CVV,WRONG_LABEL
136,Malayalam,Name5:PERSON,,MISS
136,Malayalam,Address B:ADDRESS,,MISS
136,Malayalam,502718:AMOUNT,,MISS
136,Malayalam,,₹502718:AMOUNT,FALSE_POSITIVE
137,Gujarati,772680560481:BANK_ACCOUNT,772680560481:AADHAAR,WRONG_LABEL
137,Gujarati,user136@mail.com:EMAIL,user136@mail.com:CVV,WRONG_LABEL
137,Gujarati,Name3:PERSON,,MISS
137,Gujarati,Address B:ADDRESS,,MISS
137,Gujarati,704363:AMOUNT,,MISS
137,Gujarati,,₹704363:AMOUNT,FALSE_POSITIVE
138,Marathi,user137@mail.com:EMAIL,user137@mail.com:CVV,WRONG_LABEL
138,Marathi,Name1:PERSON,,MISS
138,Marathi,Address B:ADDRESS,,MISS
138,Marathi,779865:AMOUNT,,MISS
138,Marathi,,₹779865:AMOUNT,FALSE_POSITIVE
139,Bengali,user138@mail.com:EMAIL,user138@mail.com:CVV,WRONG_LABEL
139,Bengali,Name3:PERSON,,MISS
139,Bengali,Address B:ADDRESS,,MISS
139,Bengali,703171:AMOUNT,,MISS
139,Bengali,,₹703171:AMOUNT,FALSE_POSITIVE
140,Odia,Name3:PERSON,,MISS
140,Odia,user139@mail.com:EMAIL,,MISS
140,Odia,Address A:ADDRESS,,MISS
140,Odia,446445:AMOUNT,,MISS
140,Odia,,mail.com:URL,FALSE_POSITIVE
140,Odia,,₹446445:AMOUNT,FALSE_POSITIVE
141,Punjabi,user140@mail.com:EMAIL,user140@mail.com:CVV,WRONG_LABEL
141,Punjabi,Name5:PERSON,,MISS
141,Punjabi,Address A:ADDRESS,,MISS
141,Punjabi,874602:AMOUNT,,MISS
141,Punjabi,,₹874602:AMOUNT,FALSE_POSITIVE
142,Assamese,user141@mail.com:EMAIL,user141@mail.com:CVV,WRONG_LABEL
142,Assamese,Name5:PERSON,,MISS
142,Assamese,Address C:ADDRESS,,MISS
142,Assamese,236957:AMOUNT,,MISS
142,Assamese,,₹236957:AMOUNT,FALSE_POSITIVE
143,Urdu,user142@mail.com:EMAIL,user142@mail.com:CVV,WRONG_LABEL
143,Urdu,Name3:PERSON,,MISS
143,Urdu,Address A:ADDRESS,,MISS
143,Urdu,374372:AMOUNT,,MISS
143,Urdu,,₹374372:AMOUNT,FALSE_POSITIVE
144,English,Name5:PERSON,,MISS
144,English,user143@mail.com:EMAIL,,MISS
144,English,Address C:ADDRESS,,MISS
144,English,130947:AMOUNT,,MISS
144,English,,Aadhaar:AADHAAR,FALSE_POSITIVE
144,English,,mail.com:URL,FALSE_POSITIVE
144,English,,₹130947:AMOUNT,FALSE_POSITIVE
145,Hindi,user144@mail.com:EMAIL,user144@mail.com:CVV,WRONG_LABEL
145,Hindi,Name3:PERSON,,MISS
145,Hindi,Address C:ADDRESS,,MISS
145,Hindi,4852:AMOUNT,,MISS
145,Hindi,,₹4852:AMOUNT,FALSE_POSITIVE
146,Kannada,user145@mail.com:EMAIL,user145@mail.com:CVV,WRONG_LABEL
146,Kannada,Name3:PERSON,,MISS
146,Kannada,RYAXU1877V:PAN,,MISS
146,Kannada,Address C:ADDRESS,,MISS
146,Kannada,837747:AMOUNT,,MISS
146,Kannada,,PAN RYAXU1877V:PAN,FALSE_POSITIVE
146,Kannada,,₹837747:AMOUNT,FALSE_POSITIVE
147,Tamil,user146@mail.com:EMAIL,user146@mail.com:CVV,WRONG_LABEL
147,Tamil,Name3:PERSON,,MISS
147,Tamil,0461 1383 5810:AADHAAR,,MISS
147,Tamil,Address C:ADDRESS,,MISS
147,Tamil,815304:AMOUNT,,MISS
147,Tamil,,0461 1383:DATE,FALSE_POSITIVE
147,Tamil,,5810:DATE,FALSE_POSITIVE
147,Tamil,,₹815304:AMOUNT,FALSE_POSITIVE
148,Telugu,user147@mail.com:EMAIL,user147@mail.com:CVV,WRONG_LABEL
148,Telugu,Name1:PERSON,,MISS
148,Telugu,Address A:ADDRESS,,MISS
148,Telugu,420240:AMOUNT,,MISS
148,Telugu,,₹420240:AMOUNT,FALSE_POSITIVE
149,Malayalam,user148@mail.com:EMAIL,user148@mail.com:CVV,WRONG_LABEL
149,Malayalam,Name4:PERSON,,MISS
149,Malayalam,Address B:ADDRESS,,MISS
149,Malayalam,798810:AMOUNT,,MISS
149,Malayalam,,Name4 PAN:PAN,FALSE_POSITIVE
149,Malayalam,,₹798810:AMOUNT,FALSE_POSITIVE
150,Gujarati,034436200830:BANK_ACCOUNT,034436200830:AADHAAR,WRONG_LABEL
150,Gujarati,user149@mail.com:EMAIL,user149@mail.com:CVV,WRONG_LABEL
150,Gujarati,Name4:PERSON,,MISS
150,Gujarati,Address B:ADDRESS,,MISS
150,Gujarati,786199:AMOUNT,,MISS
150,Gujarati,,₹786199:AMOUNT,FALSE_POSITIVE
151,Marathi,user150@mail.com:EMAIL,user150@mail.com:CVV,WRONG_LABEL
151,Marathi,Name1:PERSON,,MISS
151,Marathi,Address B:ADDRESS,,MISS
151,Marathi,696454:AMOUNT,,MISS
151,Marathi,,₹696454:AMOUNT,FALSE_POSITIVE
152,Bengali,user151@mail.com:EMAIL,user151@mail.com:CVV,WRONG_LABEL
152,Bengali,Name5:PERSON,,MISS
152,Bengali,Address A:ADDRESS,,MISS
152,Bengali,608294:AMOUNT,,MISS
152,Bengali,,₹608294:AMOUNT,FALSE_POSITIVE
153,Odia,0613 8854 0974:AADHAAR,0613 8854 0974:DATE,WRONG_LABEL
153,Odia,user152@mail.com:EMAIL,,MISS
153,Odia,Address A:ADDRESS,,MISS
153,Odia,13499:AMOUNT,,MISS
153,Odia,,mail.com:URL,FALSE_POSITIVE
153,Odia,,₹13499:AMOUNT,FALSE_POSITIVE
154,Punjabi,user153@mail.com:EMAIL,user153@mail.com:CVV,WRONG_LABEL
154,Punjabi,Name5:PERSON,,MISS
154,Punjabi,Address B:ADDRESS,,MISS
154,Punjabi,240405:AMOUNT,,MISS
154,Punjabi,,₹240405:AMOUNT,FALSE_POSITIVE
155,Assamese,0568 7535 2357:AADHAAR,0568 7535 2357:DATE,WRONG_LABEL
155,Assamese,user154@mail.com:EMAIL,user154@mail.com:CVV,WRONG_LABEL
155,Assamese,Name2:PERSON,,MISS
155,Assamese,Address A:ADDRESS,,MISS
155,Assamese,128851:AMOUNT,,MISS
155,Assamese,,₹128851:AMOUNT,FALSE_POSITIVE
156,Urdu,user155@mail.com:EMAIL,user155@mail.com:CVV,WRONG_LABEL
156,Urdu,Name4:PERSON,,MISS
156,Urdu,Address C:ADDRESS,,MISS
156,Urdu,706724:AMOUNT,,MISS
156,Urdu,,₹706724:AMOUNT,FALSE_POSITIVE
157,English,Name4:PERSON,,MISS
157,English,IOWNH5506J:PAN,,MISS
157,English,264682884108:BANK_ACCOUNT,,MISS
157,English,4384823870707916:CARD,,MISS
157,English,user156@mail.com:EMAIL,,MISS
157,English,Address B:ADDRESS,,MISS
157,English,830947:AMOUNT,,MISS
157,English,,Customer Name4:PERSON,FALSE_POSITIVE
157,English,,PAN IOWNH5506J:PAN,FALSE_POSITIVE
157,English,,Aadhaar:AADHAAR,FALSE_POSITIVE
157,English,,Account 264682884108:BANK_ACCOUNT,FALSE_POSITIVE
157,English,,Card 4384823870707916:CARD,FALSE_POSITIVE
157,English,,mail.com:URL,FALSE_POSITIVE
157,English,,₹830947:AMOUNT,FALSE_POSITIVE
158,Hindi,user157@mail.com:EMAIL,user157@mail.com:CVV,WRONG_LABEL
158,Hindi,Name4:PERSON,,MISS
158,Hindi,9249167846:PHONE,,MISS
158,Hindi,Address B:ADDRESS,,MISS
158,Hindi,674805:AMOUNT,,MISS
158,Hindi,,फोन 9249167846:PHONE,FALSE_POSITIVE
158,Hindi,,₹674805:AMOUNT,FALSE_POSITIVE
159,Kannada,user158@mail.com:EMAIL,user158@mail.com:CVV,WRONG_LABEL
159,Kannada,Name2:PERSON,,MISS
159,Kannada,Address C:ADDRESS,,MISS
159,Kannada,649550:AMOUNT,,MISS
159,Kannada,,₹649550:AMOUNT,FALSE_POSITIVE
160,Tamil,user159@mail.com:EMAIL,user159@mail.com:CVV,WRONG_LABEL
160,Tamil,Name1:PERSON,,MISS
160,Tamil,Address B:ADDRESS,,MISS
160,Tamil,714963:AMOUNT,,MISS
160,Tamil,,IFSC:IFSC,FALSE_POSITIVE
160,Tamil,,₹714963:AMOUNT,FALSE_POSITIVE
161,Telugu,user160@mail.com:EMAIL,user160@mail.com:CVV,WRONG_LABEL
161,Telugu,Name1:PERSON,,MISS
161,Telugu,Address B:ADDRESS,,MISS
161,Telugu,385309:AMOUNT,,MISS
161,Telugu,,₹385309:AMOUNT,FALSE_POSITIVE
162,Malayalam,user161@mail.com:EMAIL,user161@mail.com:CVV,WRONG_LABEL
162,Malayalam,Name4:PERSON,,MISS
162,Malayalam,Address B:ADDRESS,,MISS
162,Malayalam,281802:AMOUNT,,MISS
162,Malayalam,,₹281802:AMOUNT,FALSE_POSITIVE
163,Gujarati,0697 1205 5142:AADHAAR,0697 1205 5142:EMAIL,WRONG_LABEL
163,Gujarati,126601507958:BANK_ACCOUNT,126601507958:AADHAAR,WRONG_LABEL
163,Gujarati,user162@mail.com:EMAIL,user162@mail.com:CVV,WRONG_LABEL
163,Gujarati,Name2:PERSON,,MISS
163,Gujarati,Address B:ADDRESS,,MISS
163,Gujarati,414049:AMOUNT,,MISS
163,Gujarati,,₹414049:AMOUNT,FALSE_POSITIVE
164,Marathi,037518119177:BANK_ACCOUNT,037518119177:PAN,WRONG_LABEL
164,Marathi,user163@mail.com:EMAIL,user163@mail.com:CVV,WRONG_LABEL
164,Marathi,Name2:PERSON,,MISS
164,Marathi,Address A:ADDRESS,,MISS
164,Marathi,793965:AMOUNT,,MISS
164,Marathi,,₹793965:AMOUNT,FALSE_POSITIVE
165,Bengali,user164@mail.com:EMAIL,user164@mail.com:CVV,WRONG_LABEL
165,Bengali,Name2:PERSON,,MISS
165,Bengali,Address C:ADDRESS,,MISS
165,Bengali,57442:AMOUNT,,MISS
165,Bengali,,₹57442:AMOUNT,FALSE_POSITIVE
166,Odia,0623 1614 8156:AADHAAR,0623 1614 8156:DATE,WRONG_LABEL
166,Odia,Name4:PERSON,,MISS
166,Odia,user165@mail.com:EMAIL,,MISS
166,Odia,Address A:ADDRESS,,MISS
166,Odia,407251:AMOUNT,,MISS
166,Odia,,mail.com:URL,FALSE_POSITIVE
166,Odia,,₹407251:AMOUNT,FALSE_POSITIVE
167,Punjabi,user166@mail.com:EMAIL,user166@mail.com:CVV,WRONG_LABEL
167,Punjabi,Name1:PERSON,,MISS
167,Punjabi,Address B:ADDRESS,,MISS
167,Punjabi,517866:AMOUNT,,MISS
167,Punjabi,,₹517866:AMOUNT,FALSE_POSITIVE
168,Assamese,user167@mail.com:EMAIL,user167@mail.com:CVV,WRONG_LABEL
168,Assamese,Name1:PERSON,,MISS
168,Assamese,Address A:ADDRESS,,MISS
168,Assamese,770297:AMOUNT,,MISS
168,Assamese,,₹770297:AMOUNT,FALSE_POSITIVE
169,Urdu,user168@mail.com:EMAIL,user168@mail.com:CVV,WRONG_LABEL
169,Urdu,Name3:PERSON,,MISS
169,Urdu,Address C:ADDRESS,,MISS
169,Urdu,868533:AMOUNT,,MISS
169,Urdu,,₹868533:AMOUNT,FALSE_POSITIVE
170,English,Name1:PERSON,,MISS
170,English,user169@mail.com:EMAIL,,MISS
170,English,Address C:ADDRESS,,MISS
170,English,724633:AMOUNT,,MISS
170,English,,Customer Name1:PERSON,FALSE_POSITIVE
170,English,,Aadhaar:AADHAAR,FALSE_POSITIVE
170,English,,mail.com:URL,FALSE_POSITIVE
170,English,,₹724633:AMOUNT,FALSE_POSITIVE
171,Hindi,615247777030:BANK_ACCOUNT,615247777030:PAN,WRONG_LABEL
171,Hindi,user170@mail.com:EMAIL,user170@mail.com:CVV,WRONG_LABEL
171,Hindi,Name2:PERSON,,MISS
171,Hindi,Address B:ADDRESS,,MISS
171,Hindi,779555:AMOUNT,,MISS
171,Hindi,,₹779555:AMOUNT,FALSE_POSITIVE
172,Kannada,user171@mail.com:EMAIL,user171@mail.com:CVV,WRONG_LABEL
172,Kannada,Name1:PERSON,,MISS
172,Kannada,Address A:ADDRESS,,MISS
172,Kannada,873179:AMOUNT,,MISS
172,Kannada,,₹873179:AMOUNT,FALSE_POSITIVE
173,Tamil,user172@mail.com:EMAIL,user172@mail.com:CVV,WRONG_LABEL
173,Tamil,Name1:PERSON,,MISS
173,Tamil,0650 6698 4053:AADHAAR,,MISS
173,Tamil,Address A:ADDRESS,,MISS
173,Tamil,224582:AMOUNT,,MISS
173,Tamil,,₹224582:AMOUNT,FALSE_POSITIVE
174,Telugu,user173@mail.com:EMAIL,user173@mail.com:CVV,WRONG_LABEL
174,Telugu,Name3:PERSON,,MISS
174,Telugu,Address B:ADDRESS,,MISS
174,Telugu,253337:AMOUNT,,MISS
174,Telugu,,₹253337:AMOUNT,FALSE_POSITIVE
175,Malayalam,user174@mail.com:EMAIL,user174@mail.com:CVV,WRONG_LABEL
175,Malayalam,Name1:PERSON,,MISS
175,Malayalam,Address B:ADDRESS,,MISS
175,Malayalam,251786:AMOUNT,,MISS
175,Malayalam,,₹251786:AMOUNT,FALSE_POSITIVE
176,Gujarati,805256586996:BANK_ACCOUNT,805256586996:AADHAAR,WRONG_LABEL
176,Gujarati,user175@mail.com:EMAIL,user175@mail.com:CVV,WRONG_LABEL
176,Gujarati,Name4:PERSON,,MISS
176,Gujarati,Address C:ADDRESS,,MISS
176,Gujarati,381628:AMOUNT,,MISS
176,Gujarati,,₹381628:AMOUNT,FALSE_POSITIVE
177,Marathi,user176@mail.com:EMAIL,user176@mail.com:CVV,WRONG_LABEL
177,Marathi,Name5:PERSON,,MISS
177,Marathi,9618356138:PHONE,,MISS
177,Marathi,Address B:ADDRESS,,MISS
177,Marathi,516641:AMOUNT,,MISS
177,Marathi,,फोन 9618356138:PHONE,FALSE_POSITIVE
177,Marathi,,₹516641:AMOUNT,FALSE_POSITIVE
178,Bengali,user177@mail.com:EMAIL,user177@mail.com:CVV,WRONG_LABEL
178,Bengali,Name2:PERSON,,MISS
178,Bengali,Address B:ADDRESS,,MISS
178,Bengali,894033:AMOUNT,,MISS
178,Bengali,,₹894033:AMOUNT,FALSE_POSITIVE
179,Odia,Name2:PERSON,,MISS
179,Odia,DYNNU2025H:PAN,,MISS
179,Odia,user178@mail.com:EMAIL,,MISS
179,Odia,Address C:ADDRESS,,MISS
179,Odia,42904:AMOUNT,,MISS
179,Odia,,Name2 PAN DYNNU2025H:PAN,FALSE_POSITIVE
179,Odia,,mail.com:URL,FALSE_POSITIVE
179,Odia,,₹42904:AMOUNT,FALSE_POSITIVE
180,Punjabi,user179@mail.com:EMAIL,user179@mail.com:CVV,WRONG_LABEL
180,Punjabi,Name5:PERSON,,MISS
180,Punjabi,Address C:ADDRESS,,MISS
180,Punjabi,416454:AMOUNT,,MISS
180,Punjabi,,₹416454:AMOUNT,FALSE_POSITIVE
181,Assamese,user180@mail.com:EMAIL,user180@mail.com:CVV,WRONG_LABEL
181,Assamese,Name3:PERSON,,MISS
181,Assamese,Address B:ADDRESS,,MISS
181,Assamese,317487:AMOUNT,,MISS
181,Assamese,,₹317487:AMOUNT,FALSE_POSITIVE
182,Urdu,user181@mail.com:EMAIL,user181@mail.com:CVV,WRONG_LABEL
182,Urdu,Name5:PERSON,,MISS
182,Urdu,Address B:ADDRESS,,MISS
182,Urdu,560120:AMOUNT,,MISS
182,Urdu,,₹560120:AMOUNT,FALSE_POSITIVE
183,English,Name2:PERSON,,MISS
183,English,1655 3811 8025:AADHAAR,,MISS
183,English,444158678896:BANK_ACCOUNT,,MISS
183,English,user182@mail.com:EMAIL,,MISS
183,English,Address C:ADDRESS,,MISS
183,English,407333:AMOUNT,,MISS
183,English,,Aadhaar 1655 3811 8025:AADHAAR,FALSE_POSITIVE
183,English,,Account 444158678896:BANK_ACCOUNT,FALSE_POSITIVE
183,English,,mail.com:URL,FALSE_POSITIVE
183,English,,₹407333:AMOUNT,FALSE_POSITIVE
184,Hindi,user183@mail.com:EMAIL,user183@mail.com:CVV,WRONG_LABEL
184,Hindi,Name3:PERSON,,MISS
184,Hindi,Address A:ADDRESS,,MISS
184,Hindi,321086:AMOUNT,,MISS
184,Hindi,,₹321086:AMOUNT,FALSE_POSITIVE
185,Kannada,user184@mail.com:EMAIL,user184@mail.com:CVV,WRONG_LABEL
185,Kannada,Name2:PERSON,,MISS
185,Kannada,Address A:ADDRESS,,MISS
185,Kannada,174020:AMOUNT,,MISS
185,Kannada,,₹174020:AMOUNT,FALSE_POSITIVE
186,Tamil,user185@mail.com:EMAIL,user185@mail.com:CVV,WRONG_LABEL
186,Tamil,Name3:PERSON,,MISS
186,Tamil,Address A:ADDRESS,,MISS
186,Tamil,172567:AMOUNT,,MISS
186,Tamil,,₹172567:AMOUNT,FALSE_POSITIVE
187,Telugu,user186@mail.com:EMAIL,user186@mail.com:CVV,WRONG_LABEL
187,Telugu,Name5:PERSON,,MISS
187,Telugu,Address C:ADDRESS,,MISS
187,Telugu,838655:AMOUNT,,MISS
187,Telugu,,₹838655:AMOUNT,FALSE_POSITIVE
188,Malayalam,user187@mail.com:EMAIL,user187@mail.com:CVV,WRONG_LABEL
188,Malayalam,Name3:PERSON,,MISS
188,Malayalam,Address B:ADDRESS,,MISS
188,Malayalam,692487:AMOUNT,,MISS
188,Malayalam,,₹692487:AMOUNT,FALSE_POSITIVE
189,Gujarati,656917395296:BANK_ACCOUNT,656917395296:AADHAAR,WRONG_LABEL
189,Gujarati,user188@mail.com:EMAIL,user188@mail.com:CVV,WRONG_LABEL
189,Gujarati,Name3:PERSON,,MISS
189,Gujarati,Address B:ADDRESS,,MISS
189,Gujarati,379321:AMOUNT,,MISS
189,Gujarati,,₹379321:AMOUNT,FALSE_POSITIVE
190,Marathi,user189@mail.com:EMAIL,user189@mail.com:CVV,WRONG_LABEL
190,Marathi,Name3:PERSON,,MISS
190,Marathi,Address C:ADDRESS,,MISS
190,Marathi,709506:AMOUNT,,MISS
190,Marathi,,₹709506:AMOUNT,FALSE_POSITIVE
191,Bengali,user190@mail.com:EMAIL,user190@mail.com:CVV,WRONG_LABEL
191,Bengali,Name1:PERSON,,MISS
191,Bengali,Address A:ADDRESS,,MISS
191,Bengali,278366:AMOUNT,,MISS
191,Bengali,,₹278366:AMOUNT,FALSE_POSITIVE
192,Odia,0865 2974 1743:AADHAAR,0865 2974 1743:DATE,WRONG_LABEL
192,Odia,SDORN5848N:PAN,,MISS
192,Odia,user191@mail.com:EMAIL,,MISS
192,Odia,Address B:ADDRESS,,MISS
192,Odia,626450:AMOUNT,,MISS
192,Odia,,mail.com:URL,FALSE_POSITIVE
192,Odia,,₹626450:AMOUNT,FALSE_POSITIVE
193,Punjabi,user192@mail.com:EMAIL,user192@mail.com:CVV,WRONG_LABEL
193,Punjabi,Name2:PERSON,,MISS
193,Punjabi,Address A:ADDRESS,,MISS
193,Punjabi,287763:AMOUNT,,MISS
193,Punjabi,,₹287763:AMOUNT,FALSE_POSITIVE
194,Assamese,user193@mail.com:EMAIL,user193@mail.com:CVV,WRONG_LABEL
194,Assamese,Name5:PERSON,,MISS
194,Assamese,Address A:ADDRESS,,MISS
194,Assamese,89317:AMOUNT,,MISS
194,Assamese,,₹89317:AMOUNT,FALSE_POSITIVE
195,Urdu,user194@mail.com:EMAIL,user194@mail.com:CVV,WRONG_LABEL
195,Urdu,Name4:PERSON,,MISS
195,Urdu,Address C:ADDRESS,,MISS
195,Urdu,33167:AMOUNT,,MISS
195,Urdu,,₹33167:AMOUNT,FALSE_POSITIVE
196,English,Name3:PERSON,,MISS
196,English,user195@mail.com:EMAIL,,MISS
196,English,Address C:ADDRESS,,MISS
196,English,572453:AMOUNT,,MISS
196,English,,Aadhaar:AADHAAR,FALSE_POSITIVE
196,English,,mail.com:URL,FALSE_POSITIVE
196,English,,₹572453:AMOUNT,FALSE_POSITIVE
197,Hindi,user196@mail.com:EMAIL,user196@mail.com:CVV,WRONG_LABEL
197,Hindi,Name2:PERSON,,MISS
197,Hindi,Address C:ADDRESS,,MISS
197,Hindi,197315:AMOUNT,,MISS
197,Hindi,,₹197315:AMOUNT,FALSE_POSITIVE
